Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Pedro,BRA,FW,26,30,22,1792.0,19.9,11.0,0.0,11.0,7.0,4.0,4.0,1.0,0.0,9.1,5.9,0.9,6.9,13.0,40.0,85.0,0.55,0.0,0.55,0.35,0.35,0.46,0.05,0.5,0.3,0.34,flamengo,Brasileiro,Pedro (flamengo)
Erick Pulgar,CHI,MF,29,22,19,1730.0,19.2,2.0,3.0,5.0,2.0,0.0,0.0,8.0,0.0,0.9,0.9,1.9,2.8,10.0,116.0,24.0,0.1,0.16,0.26,0.1,0.26,0.05,0.1,0.14,0.05,0.14,flamengo,Brasileiro,Erick Pulgar (flamengo)
Matheus Cunha,BRA,GK,22,19,18,1580.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Matheus Cunha (flamengo)
Giorgian De Arrascaeta,URU,"MF,FW",29,24,18,1508.0,16.8,7.0,5.0,12.0,7.0,0.0,0.0,3.0,0.0,4.1,4.1,4.8,8.8,29.0,116.0,132.0,0.42,0.3,0.72,0.42,0.72,0.24,0.28,0.53,0.24,0.53,flamengo,Brasileiro,Giorgian De Arrascaeta (flamengo)
Gabriel Barbosa,BRA,FW,27,25,17,1512.0,16.8,5.0,1.0,6.0,1.0,4.0,5.0,7.0,2.0,9.5,5.6,1.5,7.1,25.0,71.0,111.0,0.3,0.06,0.36,0.06,0.12,0.57,0.09,0.66,0.33,0.42,flamengo,Brasileiro,Gabriel Barbosa (flamengo)
Everton Soares,BRA,"FW,MF",27,29,17,1441.0,16.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,2.6,2.6,2.0,4.6,66.0,60.0,172.0,0.19,0.25,0.44,0.19,0.44,0.16,0.12,0.29,0.16,0.29,flamengo,Brasileiro,Everton Soares (flamengo)
Everton Ribeiro,BRA,"FW,MF",34,27,15,1405.0,15.6,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,0.8,0.8,3.4,4.3,34.0,138.0,89.0,0.13,0.26,0.38,0.13,0.38,0.05,0.22,0.27,0.05,0.27,flamengo,Brasileiro,Everton Ribeiro (flamengo)
Bruno Henrique,BRA,"FW,MF",32,25,12,1345.0,14.9,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,3.4,3.4,1.2,4.6,58.0,27.0,161.0,0.13,0.0,0.13,0.13,0.13,0.23,0.08,0.31,0.23,0.31,flamengo,Brasileiro,Bruno Henrique (flamengo)
Victor Hugo,BRA,"MF,FW",19,28,12,1228.0,13.6,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.7,2.7,30.0,74.0,52.0,0.07,0.15,0.22,0.07,0.22,0.08,0.12,0.2,0.08,0.2,flamengo,Brasileiro,Victor Hugo (flamengo)
David Luiz,BRA,DF,36,15,11,994.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,14.0,66.0,4.0,0.09,0.09,0.18,0.09,0.18,0.02,0.05,0.07,0.02,0.07,flamengo,Brasileiro,David Luiz (flamengo)
Agustín Rossi,ARG,GK,28,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Agustín Rossi (flamengo)
Luiz Araújo,BRA,"FW,MF",27,16,8,627.0,7.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.1,1.1,0.4,1.5,23.0,35.0,77.0,0.29,0.14,0.43,0.29,0.43,0.15,0.06,0.22,0.15,0.22,flamengo,Brasileiro,Luiz Araújo (flamengo)
Matheuzinho,BRA,DF,23,9,5,497.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,8.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06,flamengo,Brasileiro,Matheuzinho (flamengo)
Santos,BRA,GK,33,6,5,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Santos (flamengo)
Filipe Luís,BRA,DF,38,8,5,419.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,8.0,18.0,9.0,0.0,0.21,0.21,0.0,0.21,0.02,0.03,0.06,0.02,0.06,flamengo,Brasileiro,Filipe Luís (flamengo)
Matheus França,BRA,"MF,FW",19,9,5,369.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.5,1.9,16.0,11.0,43.0,0.24,0.24,0.49,0.24,0.49,0.32,0.13,0.45,0.32,0.45,flamengo,Brasileiro,Matheus França (flamengo)
Allan,BRA,MF,26,8,4,459.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,10.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,flamengo,Brasileiro,Allan (flamengo)
Pablo,BRA,DF,32,6,3,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,flamengo,Brasileiro,Pablo (flamengo)
Arturo Vidal,CHI,"MF,DF",36,6,2,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,2.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31,flamengo,Brasileiro,Arturo Vidal (flamengo)
Guillermo Varela,URU,DF,30,3,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Guillermo Varela (flamengo)
Marinho,BRA,"FW,DF",33,4,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.5,2.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.37,0.13,0.5,0.37,0.5,flamengo,Brasileiro,Marinho (flamengo)
Igor,BRA,MF,20,4,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,flamengo,Brasileiro,Igor (flamengo)
Rodrigo Caio,BRA,"MF,DF",30,4,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Rodrigo Caio (flamengo)
Pedrinho,BRA,FW,20,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Pedrinho (flamengo)
Matheus Gonçalves,BRA,"FW,MF",18,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.29,0.36,0.65,0.29,0.65,flamengo,Brasileiro,Matheus Gonçalves (flamengo)
André Inácio,BRA,FW,21,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,André Inácio (flamengo)
Cleiton,BRA,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Cleiton (flamengo)
Evertton,BRA,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Evertton (flamengo)
Lorran,BRA,FW,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Lorran (flamengo)
Petterson,BRA,FW,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Petterson (flamengo)
Rayan,BRA,MF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Rayan (flamengo)
Hugo Souza,BRA,GK,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Hugo Souza (flamengo)
Zé Welinton,BRA,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flamengo,Brasileiro,Zé Welinton (flamengo)
Fábio,BRA,GK,43,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Fábio (fluminense)
André,BRA,"MF,DF",22,27,26,2334.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.3,0.3,0.6,0.9,49.0,167.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,fluminense,Brasileiro,André (fluminense)
Germán Cano,ARG,FW,35,27,25,2201.0,24.5,8.0,1.0,9.0,8.0,0.0,1.0,7.0,0.0,8.0,7.3,1.0,8.3,16.0,24.0,75.0,0.33,0.04,0.37,0.33,0.37,0.33,0.04,0.37,0.3,0.34,fluminense,Brasileiro,Germán Cano (fluminense)
Samuel Xavier,BRA,DF,33,25,25,2108.0,23.4,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,2.9,3.8,42.0,91.0,62.0,0.04,0.09,0.13,0.04,0.13,0.04,0.12,0.16,0.04,0.16,fluminense,Brasileiro,Samuel Xavier (fluminense)
Lima,BRA,"MF,FW",27,31,24,2327.0,25.9,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,2.9,2.9,1.4,4.4,68.0,114.0,136.0,0.23,0.04,0.27,0.23,0.27,0.11,0.06,0.17,0.11,0.17,fluminense,Brasileiro,Lima (fluminense)
Jhon Arias,COL,"FW,MF",26,26,23,2115.0,23.5,5.0,4.0,9.0,4.0,1.0,1.0,5.0,1.0,4.1,3.3,3.9,7.2,129.0,92.0,269.0,0.21,0.17,0.38,0.17,0.34,0.17,0.17,0.34,0.14,0.3,fluminense,Brasileiro,Jhon Arias (fluminense)
Nino,BRA,DF,26,23,23,1930.0,21.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,1.2,1.2,0.4,1.6,41.0,99.0,4.0,0.09,0.0,0.09,0.09,0.09,0.05,0.02,0.07,0.05,0.07,fluminense,Brasileiro,Nino (fluminense)
Ganso,BRA,MF,34,24,18,1579.0,17.5,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,1.8,1.8,3.4,5.2,14.0,128.0,66.0,0.17,0.4,0.57,0.17,0.57,0.1,0.19,0.3,0.1,0.3,fluminense,Brasileiro,Ganso (fluminense)
Matheus Martinelli,BRA,"MF,DF",22,25,17,1677.0,18.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,1.0,2.1,33.0,92.0,27.0,0.05,0.05,0.11,0.05,0.11,0.06,0.05,0.11,0.06,0.11,fluminense,Brasileiro,Matheus Martinelli (fluminense)
Keno,BRA,"FW,MF",34,21,16,1412.0,15.7,2.0,4.0,6.0,1.0,1.0,1.0,5.0,0.0,2.6,1.8,3.6,5.3,79.0,48.0,197.0,0.13,0.25,0.38,0.06,0.32,0.16,0.23,0.39,0.11,0.34,fluminense,Brasileiro,Keno (fluminense)
Marcelo,BRA,DF,35,17,16,1177.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,2.9,4.3,37.0,129.0,44.0,0.08,0.08,0.15,0.08,0.15,0.11,0.22,0.33,0.11,0.33,fluminense,Brasileiro,Marcelo (fluminense)
Felipe Melo,BRA,DF,40,17,16,916.0,10.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,0.3,0.3,0.1,0.4,14.0,45.0,0.0,0.2,0.0,0.2,0.2,0.2,0.03,0.01,0.04,0.03,0.04,fluminense,Brasileiro,Felipe Melo (fluminense)
Guga,BRA,DF,25,19,13,1254.0,13.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,2.0,2.8,26.0,62.0,78.0,0.07,0.22,0.29,0.07,0.29,0.05,0.15,0.2,0.05,0.2,fluminense,Brasileiro,Guga (fluminense)
Marlon,BRA,DF,28,15,13,935.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,13.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,fluminense,Brasileiro,Marlon (fluminense)
Alexsander,BRA,"MF,DF",20,18,12,1104.0,12.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.4,1.7,36.0,49.0,52.0,0.0,0.08,0.08,0.0,0.08,0.03,0.11,0.14,0.03,0.14,fluminense,Brasileiro,Alexsander (fluminense)
John Kennedy,BRA,FW,21,22,11,1130.0,12.6,4.0,1.0,5.0,4.0,0.0,0.0,9.0,0.0,5.6,5.6,1.8,7.3,20.0,25.0,92.0,0.32,0.08,0.4,0.32,0.4,0.44,0.14,0.58,0.44,0.58,fluminense,Brasileiro,John Kennedy (fluminense)
David Braz,BRA,DF,36,17,9,820.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.8,16.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,fluminense,Brasileiro,David Braz (fluminense)
Lelê,BRA,"FW,MF",26,26,8,1100.0,12.2,2.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,5.9,5.9,1.1,7.0,20.0,10.0,68.0,0.16,0.16,0.33,0.16,0.33,0.48,0.09,0.57,0.48,0.57,fluminense,Brasileiro,Lelê (fluminense)
Diogo Barbosa,BRA,DF,31,15,8,905.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.9,30.0,41.0,57.0,0.1,0.1,0.2,0.1,0.2,0.02,0.06,0.09,0.02,0.09,fluminense,Brasileiro,Diogo Barbosa (fluminense)
Leonardo Fernández,URU,"MF,FW",25,17,7,613.0,6.8,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.5,0.7,0.9,1.6,25.0,42.0,68.0,0.15,0.0,0.15,0.15,0.15,0.22,0.14,0.35,0.1,0.24,fluminense,Brasileiro,Leonardo Fernández (fluminense)
Thiago dos Santos,BRA,"DF,MF",34,13,7,599.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,0.0,0.2,7.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,fluminense,Brasileiro,Thiago dos Santos (fluminense)
Danielzinho,BRA,MF,27,10,6,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.1,1.4,13.0,52.0,15.0,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.26,0.06,0.26,fluminense,Brasileiro,Danielzinho (fluminense)
Gabriel Pirani,BRA,"MF,FW",21,9,6,396.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,0.0,1.6,13.0,6.0,25.0,0.23,0.0,0.23,0.23,0.23,0.37,0.0,0.37,0.37,0.37,fluminense,Brasileiro,Gabriel Pirani (fluminense)
Yony González,COL,"FW,MF",29,15,5,486.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.7,2.7,3.0,4.0,44.0,0.19,0.19,0.37,0.19,0.37,0.37,0.12,0.5,0.37,0.5,fluminense,Brasileiro,Yony González (fluminense)
Manoel,BRA,DF,33,6,2,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Manoel (fluminense)
Pedro Rangel,BRA,GK,23,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Pedro Rangel (fluminense)
Felipe Vieira,,DF,25,7,1,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,fluminense,Brasileiro,Felipe Vieira (fluminense)
Vitor Mendes,BRA,DF,24,2,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,fluminense,Brasileiro,Vitor Mendes (fluminense)
Vitor Eudes,BRA,GK,25,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Vitor Eudes (fluminense)
Giovanni,BRA,"MF,DF",21,4,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.45,0.1,0.45,fluminense,Brasileiro,Giovanni (fluminense)
Alan Carvalho,CHN,MF,34,1,1,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.27,0.0,1.27,1.27,1.27,fluminense,Brasileiro,Alan Carvalho (fluminense)
Isaac,BRA,"MF,FW",19,5,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.26,0.07,0.33,0.26,0.33,fluminense,Brasileiro,Isaac (fluminense)
João Neto,BRA,"MF,DF",20,3,0,52.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,2.0,12.0,1.73,0.0,1.73,1.73,1.73,0.72,0.0,0.72,0.72,0.72,fluminense,Brasileiro,João Neto (fluminense)
Arthur,BRA,"DF,FW",19,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.44,0.0,2.44,fluminense,Brasileiro,Arthur (fluminense)
Alexandre Jesus,BRA,DF,22,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,fluminense,Brasileiro,Alexandre Jesus (fluminense)
Rafael Monteiro,BRA,MF,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Rafael Monteiro (fluminense)
Agner,BRA,FW,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Agner (fluminense)
Kayky Almeida,BRA,DF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Kayky Almeida (fluminense)
Julio Cesar,BRA,DF,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Julio Cesar (fluminense)
Gustavo Dohmann,BRA,MF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Gustavo Dohmann (fluminense)
Matheus dos Reis,BRA,FW,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Matheus dos Reis (fluminense)
Edinho,BRA,MF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Edinho (fluminense)
Esquerdinha,BRA,DF,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Esquerdinha (fluminense)
Luan Freitas,BRA,DF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Luan Freitas (fluminense)
Gustavo,BRA,GK,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Gustavo (fluminense)
Justen,BRA,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Justen (fluminense)
Thiago,BRA,MF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluminense,Brasileiro,Thiago (fluminense)
Caio Alexandre,BRA,MF,24,31,29,2404.0,26.7,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.9,1.9,2.7,4.6,87.0,202.0,38.0,0.07,0.07,0.15,0.07,0.15,0.07,0.1,0.17,0.07,0.17,fortaleza,Brasileiro,Caio Alexandre (fortaleza)
João Ricardo Riedi,BRA,GK,35,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,João Ricardo Riedi (fortaleza)
Emanuel Brítez,ARG,DF,31,28,28,2491.0,27.7,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.6,1.6,19.0,85.0,17.0,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.06,0.04,0.06,fortaleza,Brasileiro,Emanuel Brítez (fortaleza)
Titi,BRA,DF,35,28,28,2486.0,27.6,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.3,0.3,0.4,0.6,15.0,97.0,2.0,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02,fortaleza,Brasileiro,Titi (fortaleza)
Bruno Pacheco,BRA,DF,31,28,27,2404.0,26.7,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,1.8,2.7,45.0,125.0,95.0,0.07,0.11,0.19,0.07,0.19,0.03,0.07,0.1,0.03,0.1,fortaleza,Brasileiro,Bruno Pacheco (fortaleza)
Guilherme Tinga,BRA,DF,30,27,25,2223.0,24.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.8,3.4,45.0,105.0,106.0,0.04,0.0,0.04,0.04,0.04,0.07,0.07,0.14,0.07,0.14,fortaleza,Brasileiro,Guilherme Tinga (fortaleza)
Tomas Pochettino,ARG,"MF,FW",27,32,25,1888.0,21.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.8,2.8,3.1,5.8,51.0,99.0,127.0,0.1,0.1,0.19,0.1,0.19,0.13,0.15,0.28,0.13,0.28,fortaleza,Brasileiro,Tomas Pochettino (fortaleza)
